,outward_code_x,dist_centres,distance,OrderID,WebsiteID,OrderDate,Status,PaymentOption,Courier,ProductsExVAT,DeliveryExVAT,DateDespatched,DeliveryCost,country,Weight_per_line,Volume_per_line_m3,Pallet_per_line,id,outcode,latitude,longitude
42,B64,Midlands,22.19,2297069,46982,2023-04-19 17:33:07.850,Dispatched,On Account,DX Freight,233.62,0.0,2023-04-20,26.71,United Kingdom,60.279999999999994,0.088,0.0787037037037037,92,B64,52.474398,-2.069161
43,LE10,Midlands,12.55,2298044,48345,2023-04-20 14:52:29.317,Dispatched,On Account,DX Freight,449.57,0.0,2023-04-20,27.48,United Kingdom,62.06,0.569666,0.28829365079365077,1453,LE10,52.518598,-1.349618
44,NN18,Midlands,36.9,2281854,49181,2023-04-03 08:34:29.103,Dispatched,On Account,MFS,515.69,0.0,2023-04-03,76.73,United Kingdom,207.15,2.014415142857143,1.1682142857142856,1833,NN18,52.477116,-0.696431
45,B96,Midlands,19.5,2280694,50656,2023-03-31 10:51:18.693,Dispatched,On Account,DX Freight,284.4,0.0,2023-03-31,27.72,United Kingdom,63.0,4.704,2.5,118,B96,52.264208,-1.973759
46,WV2,Midlands,26.8,2287740,51674,2023-04-11 08:42:45.873,Dispatched,Payment Gateway,DX Freight,152.7,0.0,2023-04-11,20.55,United Kingdom,45.0,0.132,0.08333333333333333,2932,WV2,52.577194,-2.118693
47,B95,Midlands,12.51,2287469,51816,2023-04-10 12:58:46.860,Dispatched,Paypal,DX Express,25.8,7.2,2023-04-11,6.79,United Kingdom,4.68,0.006,0.006666666666666667,117,B95,52.273603,-1.787085
48,LE1,Midlands,24.7,2298021,52221,2023-04-20 14:44:59.140,Dispatched,On Account,MFS,675.55,0.0,2023-04-20,39.15,United Kingdom,159.65,1.4822549999999999,0.9128021284271284,1452,LE1,52.63265,-1.128715
49,CV13,Midlands,15.56,2292736,52335,2023-04-15 10:40:08.247,Dispatched,Paypal,DX Express,22.44,7.18,2023-04-17,6.77,United Kingdom,7.26,0.057359999999999994,0.03571428571428571,582,CV13,52.597673,-1.416553
50,MK43,Midlands,46.14,2281830,52460,2023-04-03 08:06:25.533,Dispatched,On Account,DX Freight,496.71,19.99,2023-04-03,46.36,United Kingdom,110.78999999999999,2.337,0.8833333333333333,1681,MK43,52.1155,-0.56655
51,MK43,Midlands,46.14,2294697,52460,2023-04-18 10:13:21.703,Dispatched,On Account,DX Freight,220.62,0.0,2023-04-18,34.03,United Kingdom,79.74,0.132,0.13333333333333333,1681,MK43,52.1155,-0.56655
52,B11,Midlands,13.16,2285116,52513,2023-04-05 11:28:51.457,Dispatched,On Account,DX Express,45.71,7.2,2023-04-05,6.79,United Kingdom,0.99,0.0035,0.02,46,B11,52.458409,-1.852449
53,B11,Midlands,13.16,2291192,52513,2023-04-13 14:03:05.460,Dispatched,On Account,DX Express,113.68,0.0,2023-04-13,8.95,United Kingdom,26.12,0.036000000000000004,0.03333333333333333,46,B11,52.458409,-1.852449
54,B11,Midlands,13.16,2294027,52513,2023-04-17 15:06:16.640,Dispatched,On Account,DX Express,22.28,7.18,2023-04-17,6.77,United Kingdom,4.8,0.01,0.011904761904761904,46,B11,52.458409,-1.852449
55,NN2,Midlands,29.21,2283640,52592,2023-04-04 10:49:31.570,Dispatched,On Account,DX Express,106.72,0.0,2023-04-06,9.59,United Kingdom,28.8,0.124,0.044444444444444446,1834,NN2,52.26816,-0.898355
56,NN2,Midlands,29.21,2297445,52592,2023-04-20 10:29:53.690,Dispatched,On Account,DX Express,125.5,0.0,2023-04-20,11.41,United Kingdom,35.0,0.045,0.024154589371980676,1834,NN2,52.26816,-0.898355
57,WS15,Midlands,29.8,2284486,53564,2023-04-04 16:26:56.233,Dispatched,On Account,DX Express,125.97,0.0,2023-04-04,12.4,United Kingdom,37.14,0.0744,0.03968253968253968,2915,WS15,52.765303,-1.911238
58,CV9,Midlands,14.63,2284724,53582,2023-04-05 07:55:36.020,Dispatched,On Account,DX Express,115.91,0.0,2023-04-06,8.04,United Kingdom,23.919999999999998,0.06486600000000001,0.03988888888888889,601,CV9,52.601777,-1.57812
59,CV9,Midlands,14.63,2294935,53582,2023-04-18 11:48:38.087,Dispatched,On Account,DX Express,54.4,7.17,2023-04-18,6.76,United Kingdom,7.4,0.0572,0.06666666666666667,601,CV9,52.601777,-1.57812
60,WS9,Midlands,20.91,2276578,53705,2023-03-28 09:16:42.987,Dispatched,Sample,DX Express,0.0,0.0,2023-03-28,6.8,United Kingdom,4.8,0.01,0.011904761904761904,2923,WS9,52.603195,-1.913883
61,B5,Midlands,15.36,2290015,55279,2023-04-12 14:46:12.663,Dispatched,On Account,DX Express,313.5,0.0,2023-04-12,8.33,United Kingdom,28.6,0.0764,0.04677854938271605,85,B5,52.465858,-1.903668
62,ST15,Midlands,42.97,2277983,55420,2023-03-29 09:30:51.710,Dispatched,On Account,MFS,226.95,0.0,2023-03-29,39.15,United Kingdom,125.0,0.03136,0.20833333333333334,2527,ST15,52.9,-2.148
63,LE10,Midlands,12.55,2288890,55727,2023-04-11 16:31:26.027,Dispatched,Paypal,MFS,528.81,0.0,2023-04-12,39.15,United Kingdom,137.28,1.28852,0.8507944288826641,1453,LE10,52.518598,-1.349618
64,LE10,Midlands,12.55,2293771,55727,2023-04-17 13:18:44.073,Dispatched,Paypal,MFS,359.87,0.0,2023-04-17,39.15,United Kingdom,95.46,0.829286,0.3967145031528593,1453,LE10,52.518598,-1.349618
65,LE10,Midlands,12.55,2294079,55727,2023-04-17 15:30:10.083,Dispatched,Paypal,DX Express,30.13,7.18,2023-04-17,6.77,United Kingdom,4.0,0.1051,0.050735667174023336,1453,LE10,52.518598,-1.349618
66,CV5,Midlands,2.34,2279113,55943,2023-03-29 20:05:00.740,Dispatched,On Account,DX Freight,100.97,0.0,2023-03-30,19.95,United Kingdom,42.44,0.36033000000000004,0.32857142857142857,597,CV5,52.424186,-1.562449
67,CV5,Midlands,2.34,2294712,55943,2023-04-18 10:17:53.450,Dispatched,On Account,DX Freight,153.7,0.0,2023-04-18,25.17,United Kingdom,56.71,0.775375,0.594047619047619,597,CV5,52.424186,-1.562449
68,NN11,Midlands,19.77,2279784,55986,2023-03-30 12:48:31.847,Dispatched,On Account,DX Freight,518.59,0.0,2023-03-30,17.23,United Kingdom,35.61,1.398195,0.9407936507936507,1826,NN11,52.217508,-1.18785
69,NG1,Midlands,42.71,2275785,56576,2023-03-27 13:08:10.237,Dispatched,Payment Gateway,DX Freight,75.41,12.34,2023-03-27,11.02,United Kingdom,12.68,0.49919199999999997,0.2727777777777778,1792,NG1,52.955748,-1.148847
70,NG1,Midlands,42.71,2283623,56576,2023-04-04 10:44:11.163,Dispatched,Sample,DX Express,0.0,0.0,2023-04-04,6.79,United Kingdom,0.9,0.005292,0.0033333333333333335,1792,NG1,52.955748,-1.148847
71,OX4,Midlands,47.89,2280821,56626,2023-03-31 11:54:57.957,Dispatched,On Account,DX Express,76.41,8.53,2023-03-31,8.05,United Kingdom,23.84,0.1313,0.17744996549344375,1945,OX4,51.728383,-1.22617
72,B6,Midlands,15.88,2287814,57540,2023-04-11 09:23:53.357,Dispatched,On Account,DX Express,26.49,7.18,2023-04-11,6.77,United Kingdom,9.6,0.04958,0.07142857142857142,87,B6,52.510131,-1.882424
73,B32,Midlands,18.86,2279194,62265,2023-03-30 07:35:23.413,Dispatched,On Account,MFS,935.68,0.0,2023-03-31,67.54,United Kingdom,328.15999999999997,4.71992,2.0,68,B32,52.437666,-2.001487
74,B32,Midlands,18.86,2286599,62265,2023-04-06 13:54:20.313,Dispatched,On Account,MFS,1535.9,0.0,2023-04-12,162.16,United Kingdom,346.5,6.84245,4.211538461538462,68,B32,52.437666,-2.001487
75,DE7,Midlands,41.05,2283991,63681,2023-04-04 13:10:22.013,Dispatched,On Account,Split,813.64,0.0,2023-04-04,94.66,United Kingdom,373.78,6.81614,3.608888888888889,662,DE7,52.970977,-1.352887
76,CV7,Midlands,4.32,2289786,63900,2023-04-12 13:10:04.387,Dispatched,On Account,DX Freight,145.8,19.99,2023-04-12,31.33,United Kingdom,72.6,0.132,0.08333333333333333,599,CV7,52.446239,-1.514981
77,WR9,Midlands,26.37,2281195,63911,2023-03-31 15:22:00.563,Dispatched,On Account,DX Freight,93.48,12.34,2023-03-31,11.02,United Kingdom,18.2,0.33824,0.3333333333333333,2907,WR9,52.272714,-2.154912
78,WR9,Midlands,26.37,2294928,63911,2023-04-18 11:45:48.993,Dispatched,On Account,DX Freight,223.56,0.0,2023-04-18,14.0,United Kingdom,27.6,1.4884,1.0,2907,WR9,52.272714,-2.154912
79,B71,Midlands,20.31,2297239,64281,2023-04-20 08:38:51.133,Dispatched,On Account,DX Express,92.08,27.16,2023-04-20,6.76,United Kingdom,19.0,0.07776,0.05,100,B71,52.528811,-1.986258
80,B98,Midlands,15.62,2277608,65264,2023-03-28 16:03:13.273,Dispatched,On Account,DX Express,108.29,0.0,2023-03-28,7.11,United Kingdom,21.0,0.035,0.019021739130434784,120,B98,52.308748,-1.905814
81,B98,Midlands,15.62,2297418,65264,2023-04-20 10:19:21.373,Dispatched,On Account,DX Express,100.2,0.0,2023-04-20,8.93,United Kingdom,26.14,0.1331190476190476,0.12063492063492064,120,B98,52.308748,-1.905814
82,WR12,Midlands,27.31,2290806,66115,2023-04-13 11:09:29.693,Dispatched,On Account,DX Freight,164.06,0.0,2023-04-13,17.08,United Kingdom,35.699999999999996,1.146552,0.6541666666666667,2895,WR12,52.048252,-1.883911
83,GL52,Midlands,38.97,2293401,66367,2023-04-17 11:03:24.610,Dispatched,On Account,MFS,1890.0,0.0,2023-04-17,39.15,United Kingdom,597.0,1.7661,1.0793650793650793,1027,GL52,51.916,-2.058
84,B16,Midlands,16.96,2283768,66955,2023-04-04 11:38:24.280,Dispatched,On Account,DX Express,20.93,7.2,2023-04-04,6.79,United Kingdom,3.9,0.02155,0.025,51,B16,52.479854,-1.935623
85,DY6,Midlands,26.84,2277415,67940,2023-03-28 14:39:39.697,Dispatched,On Account,DX Freight,236.61,0.0,2023-03-28,16.45,United Kingdom,33.3,0.9590000000000001,0.4730392156862745,766,DY6,52.496759,-2.173682
86,DY6,Midlands,26.84,2279524,67940,2023-03-30 11:05:40.660,Dispatched,On Account,DX Freight,70.58,13.2,2023-03-30,11.79,United Kingdom,21.8,0.2091,0.2222222222222222,766,DY6,52.496759,-2.173682
87,WR2,Midlands,31.98,2282449,68403,2023-04-03 12:41:49.477,Dispatched,On Account,DX Freight,172.4,0.0,2023-04-03,11.02,United Kingdom,18.52,0.78425,0.6135449735449735,2899,WR2,52.190878,-2.243496
88,B60,Midlands,21.1,2296395,68537,2023-04-19 12:19:51.160,Dispatched,Payment Gateway,DX Freight,112.75,0.0,2023-04-19,19.4,United Kingdom,41.28,0.331245,0.22142857142857142,88,B60,52.317093,-2.04617
89,CV8,Midlands,2.54,2286246,68596,2023-04-06 10:45:39.167,Dispatched,On Account,DX Freight,346.32,0.0,2023-04-06,26.83,United Kingdom,72.44,0.649472,0.33694949494949494,600,CV8,52.3605,-1.525645
90,CV8,Midlands,2.54,2295330,68596,2023-04-18 14:30:32.350,Dispatched,On Account,DX Freight,317.73,0.0,2023-04-18,22.48,United Kingdom,60.78,2.516248,1.5466666666666666,600,CV8,52.3605,-1.525645
91,MK1,Midlands,44.21,2276229,69001,2023-03-27 16:12:50.453,Dispatched,On Account,DX Freight,48.68,12.34,2023-03-27,11.02,United Kingdom,6.0,0.400412,0.2638888888888889,1664,MK1,52.006042,-0.726102
92,DY4,Midlands,23.01,2289211,70108,2023-04-12 08:56:53.067,Dispatched,On Account,MFS,270.0,0.0,2023-04-12,34.46,United Kingdom,147.6,0.324,0.25,764,DY4,52.5328,-2.054678
93,B30,Midlands,15.51,2280928,72541,2023-03-31 12:47:16.093,Dispatched,Payment Gateway,DX Freight,381.55,0.0,2023-03-31,39.76,United Kingdom,93.7,2.245207333333333,1.4623015873015874,66,B30,52.421012,-1.925162
94,B49,Midlands,17.74,2298437,73079,2023-04-21 08:33:44.023,Dispatched,"Cheque, BACS or pro-forma",DX Freight,157.32,0.0,2023-04-21,28.64,United Kingdom,65.34,0.51624,0.32142857142857145,84,B49,52.214357,-1.866247
95,NG16,Midlands,46.27,2295292,74610,2023-04-18 14:15:43.957,Dispatched,On Account,DX Express,29.61,7.17,2023-04-18,6.76,United Kingdom,6.319999999999999,0.01507057142857143,0.011111111111111112,1799,NG16,53.038356,-1.281711
96,B24,Midlands,14.23,2284379,75866,2023-04-04 15:39:24.603,Dispatched,On Account,Split,441.74,0.0,2023-04-05,45.43,United Kingdom,111.62,4.2199,1.8198412698412698,59,B24,52.518251,-1.825529
97,DE6,Midlands,40.31,2293748,75981,2023-04-17 13:11:34.797,Dispatched,On Account,DX Express,27.84,7.18,2023-04-17,6.77,United Kingdom,12.78,0.0324,0.025,660,DE6,52.968585,-1.688596
98,DE22,Midlands,38.5,2290776,76871,2023-04-13 10:56:01.337,Dispatched,Payment Gateway,DX Freight,98.21,15.68,2023-04-13,14.0,United Kingdom,27.96,0.5090547619047618,0.2849206349206349,651,DE22,52.946825,-1.511562
99,DE21,Midlands,39.14,2285139,77400,2023-04-05 11:38:28.280,Dispatched,On Account,DX Express,46.72,7.2,2023-04-05,6.79,United Kingdom,0.01,0.000312,0.0001,650,DE21,52.951351,-1.431864
100,NG7,Midlands,41.88,2296562,77589,2023-04-19 13:29:14.027,Dispatched,On Account,DX Freight,375.3,19.99,2023-04-19,35.96,United Kingdom,84.6,0.21852,0.09523809523809523,1818,NG7,52.952231,-1.18575
101,CV11,Midlands,10.35,2295507,77695,2023-04-18 15:50:54.583,Dispatched,On Account,DX Freight,421.15,0.0,2023-04-18,42.89,United Kingdom,102.8,2.38916,1.6461640211640212,580,CV11,52.517526,-1.43076
102,MK42,Midlands,49.82,2295353,77967,2023-04-18 14:40:39.270,Dispatched,On Account,DX Freight,385.29,0.0,2023-04-18,38.65,United Kingdom,91.25999999999999,1.5709097142857142,0.8853174603174603,1680,MK42,52.118664,-0.469618
103,WV15,Midlands,34.48,2279287,77976,2023-03-30 09:15:18.193,Dispatched,On Account,MFS,290.54,0.0,2023-03-30,34.46,United Kingdom,86.74,0.15696666666666667,0.10450310559006211,2930,WV15,52.508859,-2.356063
104,WR5,Midlands,30.71,2278760,78598,2023-03-29 14:52:38.660,Dispatched,On Account,DX Express,61.68,7.21,2023-03-29,6.8,United Kingdom,12.3,0.0805,0.05,2902,WR5,52.166284,-2.188162
105,NG1,Midlands,42.71,2276534,81169,2023-03-28 08:49:32.440,Dispatched,On Account,Split,401.96,0.0,2023-03-28,87.75,United Kingdom,80.04,1.958296,1.6777777777777778,1792,NG1,52.955748,-1.148847
106,NG1,Midlands,42.71,2286169,81169,2023-04-06 10:06:35.040,Dispatched,On Account,MFS,329.9,19.99,2023-04-06,42.65,United Kingdom,32.94,0.4234,1.0666666666666667,1792,NG1,52.955748,-1.148847
107,NG1,Midlands,42.71,2297579,81169,2023-04-20 11:18:00.963,Dispatched,On Account,MFS,494.49,19.99,2023-04-20,83.6,United Kingdom,78.49,1.30233,1.4489583333333333,1792,NG1,52.955748,-1.148847
108,DE13,Midlands,28.33,2278122,81405,2023-03-29 10:30:10.483,Dispatched,On Account,DX Freight,246.78,0.0,2023-03-29,32.38,United Kingdom,75.0,0.17250000000000001,0.12,647,DE13,52.788188,-1.723433
109,DY13,Midlands,30.85,2284198,81480,2023-04-04 14:35:41.407,Dispatched,On Account,MFS,443.54,0.0,2023-04-04,34.46,United Kingdom,210.08,1.029325,1.0870535714285714,760,DY13,52.324178,-2.283647
110,NN9,Midlands,40.15,2278626,82117,2023-03-29 13:49:44.200,Dispatched,On Account,MFS,300.39,0.0,2023-03-29,39.15,United Kingdom,119.87,1.1614,0.7553571428571428,1842,NN9,52.333262,-0.61375
111,WV11,Midlands,26.56,2292962,82375,2023-04-16 18:45:04.073,Dispatched,Payment Gateway,DX Express,52.17,7.18,2023-04-17,6.77,United Kingdom,6.35,0.1768,0.0879028379028379,2926,WV11,52.620011,-2.06717
112,DE14,Midlands,28.46,2282958,84200,2023-04-03 16:00:23.513,Dispatched,On Account,DX Freight,188.52,0.0,2023-04-03,21.12,United Kingdom,45.36,0.276494,0.1468253968253968,648,DE14,52.800485,-1.6229
113,OX28,Midlands,41.79,2279465,84271,2023-03-30 10:40:42.390,Dispatched,On Account,DX Freight,292.89,0.0,2023-03-30,38.21,United Kingdom,89.58,0.172287,0.1429563492063492,1940,OX28,51.786886,-1.493098
114,DY7,Midlands,28.75,2276714,84727,2023-03-28 10:14:35.803,Dispatched,Payment Gateway,DX Express,128.59,0.0,2023-03-28,9.92,United Kingdom,27.299999999999997,0.0748,0.08095238095238094,767,DY7,52.480567,-2.22685
115,B94,Midlands,10.14,2290969,85918,2023-04-13 12:14:25.283,Dispatched,On Account,DX Freight,198.72,0.0,2023-04-13,32.49,United Kingdom,75.24,0.59202,0.75,116,B94,52.34772,-1.790566
116,OX16,Midlands,24.44,2280076,86375,2023-03-30 15:02:53.037,Dispatched,On Account,DX Express,47.94,7.21,2023-03-30,6.8,United Kingdom,14.1,0.0264,0.027777777777777776,1932,OX16,52.063471,-1.340093
117,OX16,Midlands,24.44,2290994,86375,2023-04-13 12:27:42.867,Dispatched,On Account,MFS,429.55,19.99,2023-04-13,85.78,United Kingdom,154.88,1.6368,1.223809523809524,1932,OX16,52.063471,-1.340093
118,MK2,Midlands,44.88,2296334,86456,2023-04-19 11:58:50.093,Dispatched,On Account,Split,423.95,0.0,2023-04-19,87.65,United Kingdom,172.7,2.0435,1.7976190476190477,1675,MK2,51.991505,-0.724342
119,CV34,Midlands,7.84,2280882,86844,2023-03-31 12:24:55.060,Dispatched,Paypal,DX Express,112.66,0.0,2023-03-31,6.8,United Kingdom,18.200000000000003,0.0445,0.02215001909854851,591,CV34,52.277188,-1.573354
