,outward_code_x,distance,Courier,DeliveryCost,Weight_per_line,Volume_per_line_m3,Pallet_per_line,OrderDate,DateDespatched,id,outcode,latitude,longitude,cluster_label
29,CV5,2.34,DX Express,6.8,14.76,0.0324,0.025,30/03/2023,2023-03-30,597,CV5,52.424186,-1.562449,0
30,CV5,2.34,DX Freight,31.72,73.6,0.456064619047619,0.2604662698412698,11/04/2023,2023-04-11,597,CV5,52.424186,-1.562449,0
31,CV5,2.34,MFS,98.28,684.0,4.103999999999999,3.0,11/04/2023,2023-04-11,597,CV5,52.424186,-1.562449,0
32,CV5,2.34,DX Freight,13.74,27.0,2.8224,1.5,02/04/2023,2023-04-03,597,CV5,52.424186,-1.562449,0
33,CV5,2.34,DX Express,6.8,9.1,0.02635,0.4,29/03/2023,2023-03-29,597,CV5,52.424186,-1.562449,0
34,CV5,2.34,DX Express,6.77,12.18,0.02042857142857143,0.01435472739820566,13/04/2023,2023-04-13,597,CV5,52.424186,-1.562449,0
35,CV5,2.34,DX Freight,48.1,115.5,2.7,1.25,04/04/2023,2023-04-04,597,CV5,52.424186,-1.562449,0
36,CV5,2.34,DX Freight,12.18,22.72,0.20922,0.202020202020202,29/03/2023,2023-03-29,597,CV5,52.424186,-1.562449,0
37,CV5,2.34,DX Express,6.8,1.1,0.0025,0.002976190476190476,28/03/2023,2023-03-28,597,CV5,52.424186,-1.562449,0
38,CV5,2.34,DX Express,6.8,2.0,0.0006999999999999999,0.00992063492063492,03/04/2023,2023-04-03,597,CV5,52.424186,-1.562449,0
39,CV5,2.34,DX Express,6.8,18.03,0.11526,0.1428571428571428,02/04/2023,2023-04-03,597,CV5,52.424186,-1.562449,0
40,WS15,29.8,DX Express,6.76,8.56,0.053674,0.02843915343915344,20/04/2023,2023-04-20,2915,WS15,52.765303,-1.911238,1
41,WS15,29.8,DX Express,12.4,37.14,0.0744,0.03968253968253968,04/04/2023,2023-04-04,2915,WS15,52.765303,-1.911238,1
42,WS15,29.8,DX Freight,20.94,45.9,0.135,0.09375,19/04/2023,2023-04-19,2915,WS15,52.765303,-1.911238,1
43,WS15,29.8,MFS,34.46,156.9,0.3168,0.2986111111111111,20/04/2023,2023-04-20,2915,WS15,52.765303,-1.911238,1
44,WS15,29.8,DX Freight,16.84,34.0,1.968,0.6666666666666666,28/03/2023,2023-03-28,2915,WS15,52.765303,-1.911238,1
45,WS15,29.8,MFS,34.46,187.2,0.528,0.3571428571428572,17/04/2023,2023-04-17,2915,WS15,52.765303,-1.911238,1
46,WS15,29.8,DX Freight,30.83,70.53999999999999,0.6066999999999999,0.4266666666666667,27/03/2023,2023-03-27,2915,WS15,52.765303,-1.911238,1
47,WS15,29.8,DX Express,10.19,30.08,0.08107290476190476,0.05917658730158731,12/04/2023,2023-04-12,2915,WS15,52.765303,-1.911238,1
48,WS15,29.8,MFS,34.46,159.13,1.255236,1.049603174603175,31/03/2023,2023-03-31,2915,WS15,52.765303,-1.911238,1
49,WS15,29.8,DX Freight,16.45,33.88,0.609215,0.3639069264069264,29/03/2023,2023-03-29,2915,WS15,52.765303,-1.911238,1
50,WS15,29.8,MFS,39.15,96.0,0.8423999999999999,0.2222222222222222,30/03/2023,2023-03-30,2915,WS15,52.765303,-1.911238,1
51,WS15,29.8,DX Freight,20.17,44.0,0.1,0.119047619047619,19/04/2023,2023-04-19,2915,WS15,52.765303,-1.911238,1
52,WS15,29.8,DX Express,7.43,21.44,0.181216,0.1111111111111111,30/03/2023,2023-03-30,2915,WS15,52.765303,-1.911238,1
53,WS15,29.8,MFS,34.46,127.0,1.4959,1.0,03/04/2023,2023-04-03,2915,WS15,52.765303,-1.911238,1
54,WS15,29.8,MFS,162.16,630.0,9.8565,5.0,12/04/2023,2023-04-12,2915,WS15,52.765303,-1.911238,1
55,WS15,29.8,DX Freight,18.32,38.96,0.28544,0.2,04/04/2023,2023-04-04,2915,WS15,52.765303,-1.911238,1
56,WS15,29.8,Split,45.43,253.48,2.519817142857143,1.769047619047619,04/04/2023,2023-04-04,2915,WS15,52.765303,-1.911238,1
57,WS15,29.8,MFS,34.46,83.64,0.2144,0.1454545454545454,30/03/2023,2023-03-30,2915,WS15,52.765303,-1.911238,1
58,WS15,29.8,DX Freight,32.49,75.24,0.1584,0.1,20/04/2023,2023-04-20,2915,WS15,52.765303,-1.911238,1
59,WS15,29.8,DX Freight,32.77,75.24,0.1584,0.1,30/03/2023,2023-03-30,2915,WS15,52.765303,-1.911238,1
60,WS15,29.8,DX Express,8.38,25.0,0.006272,0.04166666666666666,27/03/2023,2023-03-27,2915,WS15,52.765303,-1.911238,1
61,WS15,29.8,Split,389.13,1324.59,24.48525571428571,14.2031746031746,03/04/2023,2023-04-11,2915,WS15,52.765303,-1.911238,1
62,WS15,29.8,DX Freight,16.31,33.2,1.92,0.6666666666666666,14/04/2023,2023-04-14,2915,WS15,52.765303,-1.911238,1
63,MK1,44.21,DX Freight,22.28,48.74,0.09062857142857143,0.05952380952380953,31/03/2023,2023-03-31,1664,MK1,52.006042,-0.726102,2
64,MK1,44.21,DX Freight,11.02,6.0,0.400412,0.2638888888888889,27/03/2023,2023-03-27,1664,MK1,52.006042,-0.726102,2
65,MK1,44.21,DX Express,7.75,22.83,0.0396,0.0308641975308642,27/03/2023,2023-03-27,1664,MK1,52.006042,-0.726102,2
66,MK1,44.21,MFS,76.73,195.56,2.45468,1.371428571428571,12/04/2023,2023-04-12,1664,MK1,52.006042,-0.726102,2
67,MK1,44.21,DX Express,9.55,28.8,0.071856,0.04166666666666666,20/04/2023,2023-04-20,1664,MK1,52.006042,-0.726102,2
68,MK1,44.21,DX Freight,12.52,23.54,0.3499397619047619,0.395,11/04/2023,2023-04-11,1664,MK1,52.006042,-0.726102,2
69,MK1,44.21,MFS,39.15,135.8,0.9990000000000001,0.9523809523809523,28/03/2023,2023-03-28,1664,MK1,52.006042,-0.726102,2
70,MK1,44.21,DX Express,6.8,6.1,0.0228,0.01111111111111111,31/03/2023,2023-03-31,1664,MK1,52.006042,-0.726102,2
71,MK1,44.21,DX Express,8.31,24.4,0.0912,0.04444444444444445,19/04/2023,2023-04-20,1664,MK1,52.006042,-0.726102,2
72,MK1,44.21,MFS,39.15,67.5,2.058,1.071428571428571,12/04/2023,2023-04-18,1664,MK1,52.006042,-0.726102,2
73,MK1,44.21,MFS,361.27,1212.5,8.4642,8.416666666666666,29/03/2023,2023-03-29,1664,MK1,52.006042,-0.726102,2
74,MK1,44.21,DX Freight,33.93,79.0,0.2455,0.4166666666666667,30/03/2023,2023-03-30,1664,MK1,52.006042,-0.726102,2
75,MK1,44.21,MFS,552.64,2294.4,13.00116657142857,14.80952380952381,14/04/2023,2023-04-14,1664,MK1,52.006042,-0.726102,2
76,MK1,44.21,DX Freight,26.33,59.36,0.3288,0.3798449612403101,21/04/2023,2023-04-21,1664,MK1,52.006042,-0.726102,2
77,MK1,44.21,DX Express,6.8,3.05,0.005,0.02777777777777778,28/03/2023,2023-03-28,1664,MK1,52.006042,-0.726102,2
78,MK1,44.21,DX Freight,17.62,36.01,0.32252,0.246031746031746,03/04/2023,2023-04-03,1664,MK1,52.006042,-0.726102,2
79,MK1,44.21,DX Freight,10.92,7.65,0.55815,0.25,17/04/2023,2023-04-17,1664,MK1,52.006042,-0.726102,2
80,MK1,44.21,MFS,221.06,1664.88,12.78816,6.0,28/03/2023,2023-03-28,1664,MK1,52.006042,-0.726102,2
81,MK1,44.21,MFS,39.15,97.32,0.453744,0.5944444444444444,30/03/2023,2023-03-30,1664,MK1,52.006042,-0.726102,2
82,MK1,44.21,DX Express,6.77,17.7,0.1047,0.1363636363636364,14/04/2023,2023-04-14,1664,MK1,52.006042,-0.726102,2
83,NG8,42.25,DX Express,8.62,25.01,0.110824,0.1051346801346801,19/04/2023,2023-04-19,1820,NG8,52.964498,-1.213406,0
84,NG8,42.25,DX Express,6.8,0.3,0.001,0.002,29/03/2023,2023-03-29,1820,NG8,52.964498,-1.213406,0
85,NG8,42.25,DX Freight,13.23,25.78,0.61006,0.3303571428571428,14/04/2023,2023-04-14,1820,NG8,52.964498,-1.213406,0
86,NG8,42.25,DX Freight,22.19,48.44,4.711619047619047,2.506349206349206,04/04/2023,2023-04-04,1820,NG8,52.964498,-1.213406,0
87,NG8,42.25,MFS,39.15,130.8,0.1975,0.1666666666666667,13/04/2023,2023-04-13,1820,NG8,52.964498,-1.213406,0
88,NG8,42.25,MFS,39.15,94.32,0.168,0.1333333333333333,20/04/2023,2023-04-20,1820,NG8,52.964498,-1.213406,0
89,NG8,42.25,DX Freight,19.95,42.76,0.416,0.1978947368421053,29/03/2023,2023-03-29,1820,NG8,52.964498,-1.213406,0
90,NG8,42.25,DX Freight,27.72,62.94,0.58098,0.4285714285714285,27/03/2023,2023-03-27,1820,NG8,52.964498,-1.213406,0
91,NG8,42.25,DX Freight,32.24,74.8,0.3348,0.1904761904761905,05/04/2023,2023-04-05,1820,NG8,52.964498,-1.213406,0
92,NG8,42.25,DX Freight,10.92,14.04,0.9839519999999999,0.3333333333333333,19/04/2023,2023-04-19,1820,NG8,52.964498,-1.213406,0
93,NG8,42.25,DX Express,6.8,6.6,0.072,0.05,29/03/2023,2023-03-29,1820,NG8,52.964498,-1.213406,0
94,NG8,42.25,DX Freight,13.23,25.67,0.39801,0.2337662337662338,14/04/2023,2023-04-17,1820,NG8,52.964498,-1.213406,0
95,NG8,42.25,DX Express,6.8,3.85,0.021,0.009259259259259259,28/03/2023,2023-03-28,1820,NG8,52.964498,-1.213406,0
96,NG8,42.25,DX Express,6.79,2.44,0.0005,0.001,08/04/2023,2023-04-11,1820,NG8,52.964498,-1.213406,0
97,NG8,42.25,DX Express,6.76,5.3,0.0156,0.02898550724637681,19/04/2023,2023-04-20,1820,NG8,52.964498,-1.213406,0
98,NG8,42.25,DX Freight,11.36,21.0,1.25,1.25,06/04/2023,2023-04-06,1820,NG8,52.964498,-1.213406,0
99,GL54,37.69,DX Freight,23.83,52.48,0.2971533333333333,0.2433015873015873,03/04/2023,2023-04-04,1029,GL54,51.880284,-1.875728,1
100,GL54,37.69,DX Freight,16.38,33.35,0.2469133333333333,0.1539682539682539,05/04/2023,2023-04-06,1029,GL54,51.880284,-1.875728,1
101,GL54,37.69,MFS,76.73,313.56,2.85272,1.111111111111111,27/03/2023,2023-03-27,1029,GL54,51.880284,-1.875728,1
102,GL54,37.69,MFS,76.73,324.66,2.94448,2.0,11/04/2023,2023-04-11,1029,GL54,51.880284,-1.875728,1
103,GL54,37.69,DX Freight,12.9,25.0,0.2675,0.1304223744292237,04/04/2023,2023-04-04,1029,GL54,51.880284,-1.875728,1
104,GL54,37.69,DX Express,6.79,17.76,0.1647,0.1137566137566138,06/04/2023,2023-04-06,1029,GL54,51.880284,-1.875728,1
105,GL54,37.69,DX Freight,29.41,67.61999999999999,0.1540084285714286,0.1255456349206349,18/04/2023,2023-04-18,1029,GL54,51.880284,-1.875728,1
106,GL54,37.69,DX Express,6.77,15.49,0.025825,0.02666666666666666,17/04/2023,2023-04-17,1029,GL54,51.880284,-1.875728,1
107,GL54,37.69,DX Express,7.72,22.76,0.1440547619047619,0.1606782106782107,04/04/2023,2023-04-04,1029,GL54,51.880284,-1.875728,1
108,GL54,37.69,MFS,39.15,221.4,0.486,0.375,12/04/2023,2023-04-12,1029,GL54,51.880284,-1.875728,1
109,GL54,37.69,DX Freight,19.01,40.2,0.7900999999999999,0.5073529411764706,17/04/2023,2023-04-17,1029,GL54,51.880284,-1.875728,1
110,GL54,37.69,DX Freight,32.63,81.2,0.119,0.1226190476190476,06/04/2023,2023-04-06,1029,GL54,51.880284,-1.875728,1
111,GL54,37.69,DX Freight,12.46,23.78,0.58074,0.35,12/04/2023,2023-04-12,1029,GL54,51.880284,-1.875728,1
112,GL54,37.69,DX Express,6.81,2.58,0.005714285714285714,0.004761904761904762,27/03/2023,2023-03-28,1029,GL54,51.880284,-1.875728,1
113,GL54,37.69,DX Express,6.79,2.58,0.005714285714285714,0.004761904761904762,04/04/2023,2023-04-04,1029,GL54,51.880284,-1.875728,1
114,GL54,37.69,DX Freight,24.02,53.7,0.1381582857142857,0.08809523809523809,12/04/2023,2023-04-12,1029,GL54,51.880284,-1.875728,1
115,GL54,37.69,DX Express,7.7,22.05,0.07874999999999999,0.04327731092436975,17/04/2023,2023-04-17,1029,GL54,51.880284,-1.875728,1
116,GL54,37.69,DX Express,6.77,15.96,0.14638,0.07142857142857142,11/04/2023,2023-04-12,1029,GL54,51.880284,-1.875728,1
117,GL54,37.69,DX Freight,10.92,16.86,1.177904761904762,0.5015873015873016,17/04/2023,2023-04-17,1029,GL54,51.880284,-1.875728,1
118,LE7,30.13,DX Freight,31.33,87.4,0.1516,0.1422222222222222,13/04/2023,2023-04-13,1473,LE7,52.677164,-1.020786,0
119,LE7,30.13,MFS,39.15,132.8,0.9414,0.753968253968254,11/04/2023,2023-04-12,1473,LE7,52.677164,-1.020786,0
120,LE7,30.13,MFS,76.73,178.72,2.05638,1.234199134199134,28/03/2023,2023-03-28,1473,LE7,52.677164,-1.020786,0
121,LE7,30.13,DX Freight,59.18,144.0,7.872,2.666666666666667,27/03/2023,2023-03-27,1473,LE7,52.677164,-1.020786,0
122,LE7,30.13,DX Freight,12.85,24.62,0.6433671428571429,0.3070767195767196,20/04/2023,2023-04-20,1473,LE7,52.677164,-1.020786,0
123,LE7,30.13,DX Freight,35.72,84.0,0.75,0.375,04/04/2023,2023-04-04,1473,LE7,52.677164,-1.020786,0
124,LE7,30.13,DX Freight,35.57,84.0,0.75,0.375,19/04/2023,2023-04-19,1473,LE7,52.677164,-1.020786,0
125,LE7,30.13,DX Express,12.03,36.75,0.05837899999999999,0.05233815789473684,21/04/2023,2023-04-21,1473,LE7,52.677164,-1.020786,0
126,LE7,30.13,DX Freight,21.8,47.79,0.4055,0.3333333333333333,05/04/2023,2023-04-05,1473,LE7,52.677164,-1.020786,0
127,LE7,30.13,DX Freight,33.93,78.45,0.509,0.4772727272727273,27/03/2023,2023-03-27,1473,LE7,52.677164,-1.020786,0
128,LE7,30.13,DX Freight,29.41,67.45,0.511,0.4261363636363636,19/04/2023,2023-04-19,1473,LE7,52.677164,-1.020786,0
129,LE7,30.13,MFS,39.15,92.5,0.412,0.641025641025641,27/03/2023,2023-03-27,1473,LE7,52.677164,-1.020786,0
130,LE7,30.13,DX Express,6.79,9.06,0.0264,0.02777777777777778,05/04/2023,2023-04-05,1473,LE7,52.677164,-1.020786,0
131,LE7,30.13,DX Express,6.76,16.25,0.1432,0.125,18/04/2023,2023-04-18,1473,LE7,52.677164,-1.020786,0
132,LE7,30.13,DX Freight,22.67,49.75,0.3489,0.25,27/03/2023,2023-03-27,1473,LE7,52.677164,-1.020786,0
133,LE7,30.13,MFS,39.15,96.0,1.7904,1.090909090909091,13/04/2023,2023-04-13,1473,LE7,52.677164,-1.020786,0
134,LE7,30.13,DX Freight,10.97,17.37,0.551449,0.5138123993558776,05/04/2023,2023-04-05,1473,LE7,52.677164,-1.020786,0
135,LE7,30.13,MFS,39.15,138.64,0.98932,0.9761904761904763,01/04/2023,2023-04-03,1473,LE7,52.677164,-1.020786,0
136,LE7,30.13,DX Express,6.81,7.65,0.021,0.02403846153846154,27/03/2023,2023-03-27,1473,LE7,52.677164,-1.020786,0
137,LE7,30.13,DX Freight,23.45,51.06,0.49866,0.4285714285714285,29/03/2023,2023-03-29,1473,LE7,52.677164,-1.020786,0
138,LE7,30.13,DX Freight,12.96,24.7,0.78318,0.5254166666666666,03/04/2023,2023-04-03,1473,LE7,52.677164,-1.020786,0
139,CV21,8.72,DX Express,6.79,8.0,0.014,0.007246376811594203,04/04/2023,2023-04-04,584,CV21,52.347041,-1.366452,0
140,CV21,8.72,DX Freight,11.31,20.7,1.1163,0.75,13/04/2023,2023-04-13,584,CV21,52.347041,-1.366452,0
141,CV21,8.72,MFS,34.46,98.4,1.085,1.002717391304348,17/04/2023,2023-04-18,584,CV21,52.347041,-1.366452,0
142,CV21,8.72,DX Express,11.43,34.54,0.08468400000000001,0.05635495744191396,13/04/2023,2023-04-13,584,CV21,52.347041,-1.366452,0
143,CV21,8.72,DX Express,9.91,29.7,0.093,0.08095238095238094,07/04/2023,2023-04-11,584,CV21,52.347041,-1.366452,0
144,CV21,8.72,DX Freight,14.77,29.7,0.093,0.08095238095238094,17/04/2023,2023-04-17,584,CV21,52.347041,-1.366452,0
145,CV21,8.72,DX Express,6.79,14.48,0.132775,0.1186868686868687,04/04/2023,2023-04-04,584,CV21,52.347041,-1.366452,0
146,CV21,8.72,DX Express,6.76,12.05,0.0785,0.09090909090909091,19/04/2023,2023-04-20,584,CV21,52.347041,-1.366452,0
147,CV21,8.72,MFS,162.16,562.5,4.851,5.0,04/04/2023,2023-04-04,584,CV21,52.347041,-1.366452,0
148,CV21,8.72,Split,53.86,305.88,4.06490180952381,2.114265873015873,12/04/2023,2023-04-12,584,CV21,52.347041,-1.366452,0
149,CV21,8.72,DX Express,9.57,28.55,0.10466,0.07315085779759693,12/04/2023,2023-04-12,584,CV21,52.347041,-1.366452,0
150,CV21,8.72,DX Freight,29.41,67.56,0.502784,0.4010582010582011,15/04/2023,2023-04-17,584,CV21,52.347041,-1.366452,0
151,CV21,8.72,DX Express,6.79,18.04,0.18748,0.07142857142857142,04/04/2023,2023-04-04,584,CV21,52.347041,-1.366452,0
152,CV21,8.72,DX Express,6.81,11.12,0.1102,0.08333333333333333,27/03/2023,2023-03-27,584,CV21,52.347041,-1.366452,0
153,CV21,8.72,MFS,34.46,184.0,0.3872,0.5,27/03/2023,2023-03-27,584,CV21,52.347041,-1.366452,0
154,CV21,8.72,DX Express,6.76,10.13,0.06549,0.04166666666666667,19/04/2023,2023-04-19,584,CV21,52.347041,-1.366452,0
155,DE14,28.46,DX Express,8.93,26.94,0.11495,0.0986850845410628,20/04/2023,2023-04-20,648,DE14,52.800485,-1.6229,0
156,DE14,28.46,DX Freight,21.12,45.36,0.276494,0.1468253968253968,03/04/2023,2023-04-03,648,DE14,52.800485,-1.6229,0
157,DE14,28.46,MFS,39.15,108.5,1.13421,0.5846167557932264,30/03/2023,2023-03-30,648,DE14,52.800485,-1.6229,0
158,DE14,28.46,DX Freight,35.57,83.3,1.60231,1.587111111111111,14/04/2023,2023-04-14,648,DE14,52.800485,-1.6229,0
159,DE14,28.46,DX Freight,33.93,79.0,0.21312,0.0869047619047619,29/03/2023,2023-03-31,648,DE14,52.800485,-1.6229,0
160,DE14,28.46,MFS,39.15,132.0,1.44,1.0,17/04/2023,2023-04-17,648,DE14,52.800485,-1.6229,0
161,DE14,28.46,DX Freight,37.5,97.1,0.153,0.2052631578947368,11/04/2023,2023-04-11,648,DE14,52.800485,-1.6229,0
162,DE14,28.46,MFS,39.15,132.0,1.44,1.0,18/04/2023,2023-04-18,648,DE14,52.800485,-1.6229,0
163,DE14,28.46,DX Freight,19.4,42.0,0.054,0.02898550724637681,20/04/2023,2023-04-20,648,DE14,52.800485,-1.6229,0
164,DE14,28.46,MFS,39.15,331.48,1.33152,1.1,27/03/2023,2023-03-27,648,DE14,52.800485,-1.6229,0
165,DE14,28.46,MFS,76.73,443.34,4.22612,2.033333333333333,12/04/2023,2023-04-12,648,DE14,52.800485,-1.6229,0
166,DE14,28.46,DX Express,8.66,25.84,0.18626,0.09841511439684955,04/04/2023,2023-04-04,648,DE14,52.800485,-1.6229,0
167,DE14,28.46,MFS,39.15,112.0,2.688,1.0,11/04/2023,2023-04-11,648,DE14,52.800485,-1.6229,0
168,DE14,28.46,DX Freight,33.93,90.4,0.136,0.2263565891472868,27/03/2023,2023-03-27,648,DE14,52.800485,-1.6229,0
169,DE14,28.46,DX Express,9.3,28.0,0.024059,0.035,03/04/2023,2023-04-03,648,DE14,52.800485,-1.6229,0
170,DE14,28.46,DX Freight,19.78,42.4,0.0672,0.08421052631578947,13/04/2023,2023-04-13,648,DE14,52.800485,-1.6229,0
171,DE14,28.46,DX Freight,21.32,46.5,0.1962,0.2,17/04/2023,2023-04-17,648,DE14,52.800485,-1.6229,0
172,DE14,28.46,MFS,39.15,101.22,0.8951600000000001,1.0,29/03/2023,2023-03-29,648,DE14,52.800485,-1.6229,0
173,DE14,28.46,DX Freight,15.16,30.29,0.2317371428571429,0.2119047619047619,17/04/2023,2023-04-17,648,DE14,52.800485,-1.6229,0
174,DE14,28.46,MFS,42.65,196.5,0.255,0.25,03/04/2023,2023-04-03,648,DE14,52.800485,-1.6229,0
175,DE14,28.46,MFS,39.15,121.4,0.4298,0.2935714285714286,04/04/2023,2023-04-04,648,DE14,52.800485,-1.6229,0
176,DE14,28.46,DX Freight,11.02,16.6,0.21038,0.1022727272727273,03/04/2023,2023-04-03,648,DE14,52.800485,-1.6229,0
177,DE14,28.46,DX Freight,10.92,16.6,0.21038,0.1022727272727273,17/04/2023,2023-04-18,648,DE14,52.800485,-1.6229,0
178,DE14,28.46,DX Express,6.79,10.53,0.060925,0.0390625,05/04/2023,2023-04-05,648,DE14,52.800485,-1.6229,0
179,DE14,28.46,DX Express,6.77,13.2,0.14584,0.1018518518518518,11/04/2023,2023-04-11,648,DE14,52.800485,-1.6229,0
180,DE14,28.46,DX Express,6.77,17.57,0.11571,0.09545454545454546,17/04/2023,2023-04-18,648,DE14,52.800485,-1.6229,0
181,DE14,28.46,MFS,39.15,168.48,0.3952,0.4952380952380953,12/04/2023,2023-04-12,648,DE14,52.800485,-1.6229,0
182,DE14,28.46,DX Freight,17.23,36.0,3.7632,2.0,28/03/2023,2023-03-28,648,DE14,52.800485,-1.6229,0
183,DE14,28.46,DX Express,6.79,8.0,0.0292,0.1111111111111111,05/04/2023,2023-04-05,648,DE14,52.800485,-1.6229,0
184,DE14,28.46,DX Freight,20.55,45.0,4.704,2.5,14/04/2023,2023-04-14,648,DE14,52.800485,-1.6229,0
185,DE14,28.46,DX Express,6.81,11.23,0.10608,0.075,27/03/2023,2023-03-27,648,DE14,52.800485,-1.6229,0
186,DE14,28.46,MFS,76.73,300.96,2.84268,2.0,18/04/2023,2023-04-18,648,DE14,52.800485,-1.6229,0
187,DE14,28.46,DX Express,11.78,35.66,0.134976,0.1536481481481481,04/04/2023,2023-04-05,648,DE14,52.800485,-1.6229,0
188,DE14,28.46,DX Freight,14.84,29.5,0.425352,1.011111111111111,05/04/2023,2023-04-05,648,DE14,52.800485,-1.6229,0
189,GL7,47.34,DX Freight,37.66,88.08,0.278136,0.1527777777777778,05/04/2023,2023-04-05,1033,GL7,51.729745,-1.855955,1
190,GL7,47.34,DX Freight,37.11,88.0,0.784,0.8333333333333334,14/04/2023,2023-04-14,1033,GL7,51.729745,-1.855955,1
191,GL7,47.34,DX Express,8.33,24.72,0.056668,0.05357142857142857,13/04/2023,2023-04-13,1033,GL7,51.729745,-1.855955,1
192,GL7,47.34,DX Express,7.11,20.28,0.19288,0.2,29/03/2023,2023-03-29,1033,GL7,51.729745,-1.855955,1
193,GL7,47.34,MFS,39.15,135.42,0.5659114285714286,0.2768650793650794,04/04/2023,2023-04-04,1033,GL7,51.729745,-1.855955,1
194,GL7,47.34,DX Freight,22.48,49.08,0.15495,0.0920751633986928,18/04/2023,2023-04-19,1033,GL7,51.729745,-1.855955,1
195,GL7,47.34,DX Express,6.76,6.5,0.018,0.01666666666666667,18/04/2023,2023-04-20,1033,GL7,51.729745,-1.855955,1
196,GL7,47.34,DX Freight,17.08,35.8,0.2128,0.2063492063492063,11/04/2023,2023-04-11,1033,GL7,51.729745,-1.855955,1
